pseudo_mr,text
A Game of Thrones average rating good. A Game of Thrones instance of board game. A Game of Thrones publisher Fantasy Flight Games. A Game of Thrones domain board game.,You said A Game of Thrones was good. Do you usually like board games from Fantasy Flight Games?
Chicago publication year 1986. Chicago domain board game.," Are you talking about the board game Chicago, published in 1986?"
Betrayal at House on the Hill developer Bruce Glassco. Betrayal at House on the Hill publisher Hasbro. Betrayal at House on the Hill domain board game.," Have you ever played a board game published by Hasbro from Bruce Glassco, like Betrayal at House on the Hill?"
board game specifier engaging. board game genre wargame. board game domain board game.,What's an engaging wargame board game you can play?
Dune genre science fiction. Dune complexity rating advanced. Dune minimum playing time 60. Dune domain board game.,Dune is an advanced science fiction board game with a minimum playing time of 60 minutes.
board game specifier uninspiring. board game minimum number of players 3. board game domain board game.,Is there an uninspiring board game you can play with at least three players?
Barbarossa domain board game.,"
Are you talking about the board game Barbarossa?"
Axis and Allies country of origin United States of America. Axis and Allies publisher Avalon Hill. Axis and Allies domain board game.," Are you referring to the United States of America board game Axis and Allies, published by Avalon Hill?"
Scotland Yard average rating average. Scotland Yard minimum number of players 3. Scotland Yard domain board game.," Scotland Yard is an average board game, but the minimum number of players of 3 makes it enjoyable for a small group."
Spirit Island genre cooperative board game. Spirit Island maximum number of players 4. Spirit Island maximum playing time 120. Spirit Island minimum playing time 90. Spirit Island average rating excellent. Spirit Island domain board game.,Spirit Island is a cooperative board game for up to 4 players with a 90 to 120 minute playing time. It has an excellent rating.
Monopoly genre roll-and-move. Monopoly alternate names Deluxe Monopoly. Monopoly domain board game.,"
Are you referring to the roll-and-move board game, Monopoly (or Deluxe Monopoly)?"
Chicago publisher Playmix. Chicago instance of board game. Chicago domain board game.," Have you heard of Chicago, the board game from Playmix?"
Battle Masters genre fantasy. Battle Masters instance of board game. Battle Masters domain board game.," Have you heard of Battle Masters, a fantasy board game?"
board game specifier engaging. board game game mechanics cooperative gameplay. board game domain board game.,What board game with cooperative gameplay do you find particularly engaging?
Star Realms publisher White Wizard Games. Star Realms developer Darwin Kastle. Star Realms domain board game.,"
Are you referring to the board game Star Realms from developer Darwin Kastle and publisher White Wizard Games?"
Punaisten ja valkoisten taistelu Suomessa 1918 genre wargame. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.," Have you ever played a wargame from Finland, like Punaisten ja valkoisten taistelu Suomessa 1918?"
Betrayal at House on the Hill average rating average. Betrayal at House on the Hill domain board game.,You said Betrayal at House on the Hill was just an average game. Do you usually find board games to be mediocre?
Carcassonne genre German-style board game. Carcassonne publisher Hans im Glück. Carcassonne domain board game.," Have you ever played Carcassonne, a German-style board game by Hans im Glück?"
Punaisten ja valkoisten taistelu Suomessa 1918 maximum number of players 2. Punaisten ja valkoisten taistelu Suomessa 1918 country of origin Finland. Punaisten ja valkoisten taistelu Suomessa 1918 domain board game.," Have you ever played a board game from Finland for two players, such as Punaisten ja valkoisten taistelu Suomessa 1918?"
Lord of the Rings genre fantasy. Lord of the Rings domain board game.,Have you heard of the fantasy board game Lord of the Rings?
Stratego average rating average. Stratego maximum number of players 2. Stratego minimum playing time 45. Stratego domain board game.,I believe Stratego is an average board game. The maximum number of players of 2 and minimum playing time of 45 minutes make it a great choice for two players.
Spirit Island genre cooperative board game. Spirit Island complexity rating advanced. Spirit Island publication year 2017. Spirit Island maximum number of players 4. Spirit Island domain board game.,Spirit Island is an advanced cooperative board game from 2017 for up to 4 players.
Risk maximum number of players 6. Risk genre board wargame. Risk domain board game.," Have you ever played a board wargame for up to 6 players, like Risk?"
War of 1812 maximum number of players 2. War of 1812 genre wargame. War of 1812 domain board game.," Have you ever played a wargame for two players, like War of 1812?"
Carcassonne publisher Hans im Glück. Carcassonne domain board game.," Have you ever played a board game published by Hans im Glück, like Carcassonne?"
board game specifier entertaning. board game genre science fiction. board game domain board game.,What entertaining science fiction board game have you played?
Twilight Struggle average rating excellent. Twilight Struggle maximum number of players 2. Twilight Struggle domain board game.," I highly recommend Twilight Struggle. It's an excellent board game with a maximum number of players of 2, making it perfect for a competitive game night."
board game genre board wargame. board game average rating excellent. board game instance of board game. board game domain board game.,What makes board wargames one of your favorite types of board games?
Twilight Struggle publisher GMT Games. Twilight Struggle instance of board game. Twilight Struggle domain board game.,Have you heard of the GMT Games board game Twilight Struggle?
Stratego publisher Jumbo Games. Stratego instance of board game. Stratego domain board game.," Have you ever played Stratego, the Jumbo Games board game?"
