mr,text
"verify_attribute(name[All or Nothing], rating[good], instance_of[single])",
"verify_attribute(name[About Damn Time], rating[good], producer[Ricky Reed])",
"verify_attribute(name[Anti-Hero], rating[excellent], producer[Jack Antonoff])",
"verify_attribute(name[Stereotypes], rating[good], from_album[The Great Escape])",
"verify_attribute(name[As It Was], rating[excellent], record_label[Columbia Records])",
"verify_attribute(name[Dog Eat Dog], rating[good], producer[Chris Hughes])",
"verify_attribute(name[Habibi], rating[excellent], instance_of[single])",
"verify_attribute(name[Space Oddity], rating[excellent], performer[David Bowie])",
"verify_attribute(name[So Good], rating[excellent], performer[B.o.B])",
"verify_attribute(name[King of Sorrow], rating[excellent], from_album[Lovers Rock])",
"verify_attribute(name[All or Nothing], rating[good], from_album[Girl You Know It's True])",
"verify_attribute(name[Stargazing], rating[excellent], is_from_album[True])",
"verify_attribute(name[I], rating[excellent], instance_of[single])",
"verify_attribute(name[Space Oddity], rating[excellent], from_album[David Bowie])",
"verify_attribute(name[Stargazing], rating[excellent], instance_of[single])",
"verify_attribute(name[I], rating[excellent], publication_year[2014])",
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], producer[Gotye])",
"verify_attribute(name[About Damn Time], rating[good], publication_year[2022])",
"verify_attribute(name[I], rating[excellent], record_label[Aftermath Entertainment])",
"verify_attribute(name[Wild], rating[excellent], instance_of[song])",
"verify_attribute(name[Viva la Vida], rating[excellent], publication_year[2008])",
"verify_attribute(name[Y.M.C.A.], rating[excellent], from_album[Cruisin'])",
"verify_attribute(name[Black Barbies], rating[excellent], producer[Mike WiLL Made-It])",
"verify_attribute(name[Black Barbies], rating[excellent], genres[hip hop music])",
"verify_attribute(name[Feel Again], rating[excellent], producer[Ryan Tedder])",
"verify_attribute(name[We Are the World], rating[excellent], producer[Michael Omartian])",
"verify_attribute(name[Take My Breath Away], rating[excellent], publication_year[1986])",
"verify_attribute(name[Old Town Road], rating[excellent], performer[Lil Nas X])",
"verify_attribute(name[Feel Again], rating[excellent], publication_year[2012])",
"verify_attribute(name[Cold Heart], rating[good], producer[Pnau])",
"verify_attribute(name[Afterlife], rating[good], performer[Arcade Fire])",
"verify_attribute(name[Hold My Hand], rating[good], genres[arena rock], producer[Lady Gaga])",
"verify_attribute(name[Wanna Get to Know You], rating[good], is_from_album[True], record_label[G-Unit Records])",
"verify_attribute(name[So Good], rating[excellent], record_label[Grand Hustle Records], from_album[Strange Clouds])",
"verify_attribute(name[Careless Whisper], rating[excellent], publication_year[1984], performer[George Michael])",
"verify_attribute(name[Matador], rating[excellent], publication_year[1994], performer[Los Fabulosos Cadillacs])",
"verify_attribute(name[Money, Cash, Hoes], rating[good], publication_year[1998], producer[Swizz Beatz])",
"verify_attribute(name[Dog Eat Dog], rating[good], instance_of[musical work/composition], from_album[Kings of the Wild Frontier])",
"verify_attribute(name[Stereotypes], rating[good], instance_of[single], from_album[The Great Escape])",
"verify_attribute(name[Break My Soul], rating[excellent], is_from_album[True], producer[Tricky Stewart])",
"verify_attribute(name[Hold My Hand], rating[good], publication_year[2022], performer[Lady Gaga])",
"verify_attribute(name[Y.M.C.A.], rating[excellent], publication_year[1978], genres[disco])",
"verify_attribute(name[Y.M.C.A.], rating[excellent], publication_year[1978], from_album[Cruisin'])",
"verify_attribute(name[Evolution], rating[excellent], instance_of[song], publication_year[2007])",
"verify_attribute(name[Anti-Hero], rating[excellent], producer[Taylor Swift], is_from_album[True])",
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], performer[Gotye, Kimbra], instance_of[single])",
"verify_attribute(name[Stargazing], rating[excellent], record_label[Ultra Music], performer[Kygo, Justin Jesso])",
"verify_attribute(name[I Was Gonna Cancel], rating[good], from_album[Kiss Me Once], genres[synth-pop])",
"verify_attribute(name[Poison], rating[excellent], publication_year[2010], from_album[Killer Love])",
"verify_attribute(name[We Are the World], rating[excellent], from_album[We Are the World], performer[USA for Africa])",
"verify_attribute(name[Right Here, Right Now], rating[good], instance_of[single], genres[disco])",
"verify_attribute(name[Feel Again], rating[excellent], genres[pop music], instance_of[single])",
"verify_attribute(name[Evolution], rating[excellent], producer[Atticus Ross], from_album[Untitled Korn album])",
"verify_attribute(name[Poison], rating[excellent], record_label[Interscope Records], from_album[Killer Love])",
"verify_attribute(name[Break My Soul], rating[excellent], instance_of[single], publication_year[2022])",
"verify_attribute(name[So Good], rating[excellent], from_album[Strange Clouds], genres[pop rap])",
"verify_attribute(name[Cold Heart], rating[good], genres[disco], record_label[Mercury Records])",
"verify_attribute(name[Every Breath You Take], rating[excellent], performer[The Police], record_label[A&M Records])",
"verify_attribute(name[All or Nothing], rating[good], publication_year[1990], is_from_album[True])",
"verify_attribute(name[Dragostea Din Tei], rating[excellent], record_label[Ultra Records], publication_year[2003])",
"verify_attribute(name[Marilyn Monroe], rating[excellent], genres[funk], performer[Pharrell Williams])",
"verify_attribute(name[I Was Gonna Cancel], rating[good], record_label[Parlophone], producer[Pharrell Williams])",
"verify_attribute(name[I], rating[excellent], record_label[Aftermath Entertainment], is_from_album[True])",
"verify_attribute(name[Money for Nothing], rating[excellent], record_label[Vertigo], producer[Mark Knopfler])",
"verify_attribute(name[Over It], rating[good], genres[pop music], from_album[Katharine McPhee])",
"verify_attribute(name[Matador], rating[excellent], is_from_album[True], record_label[Sony Music])",
"verify_attribute(name[Paint It Black], rating[excellent], from_album[Aftermath], instance_of[single])",
"verify_attribute(name[Style], rating[excellent], genres[disco], instance_of[song])",
"verify_attribute(name[Black Barbies], rating[excellent], producer[Mike WiLL Made-It], performer[Nicki Minaj])",
"verify_attribute(name[Paint It Black], rating[excellent], from_album[Aftermath], genres[rock music])",
"verify_attribute(name[I Still...], rating[excellent], producer[Max Martin], record_label[Jive Records])",
"verify_attribute(name[Seven Nation Army], rating[excellent], record_label[XL Recordings], genres[alternative rock])",
"verify_attribute(name[Stairway to Heaven], rating[excellent], from_album[Led Zeppelin IV], is_from_album[True])",
"verify_attribute(name[Mad Love], rating[excellent], from_album[Mabel singles discography], is_from_album[True])",
"verify_attribute(name[Feel Again], rating[excellent], is_from_album[True], performer[OneRepublic])",
"verify_attribute(name[Apple Shampoo], rating[good], instance_of[musical work/composition], publication_year[1997])",
"verify_attribute(name[Stairway to Heaven], rating[excellent], is_from_album[True], record_label[Atlantic Records])",
"verify_attribute(name[In My Bed], rating[excellent], instance_of[single], record_label[Island Records])",
"verify_attribute(name[Kings of the Wild Frontier], rating[good], is_from_album[True], instance_of[musical work/composition])",
"verify_attribute(name[We Are the World], rating[excellent], record_label[Epic Records], publication_year[1985])",
"verify_attribute(name[Sweet Home Alabama], rating[excellent], genres[rock music], producer[Al Kooper])",
"verify_attribute(name[Stereotypes], rating[good], instance_of[single], performer[Blur])",
"verify_attribute(name[Evolution], rating[excellent], from_album[Untitled Korn album], performer[Korn])",
"verify_attribute(name[Seven Nation Army], rating[excellent], publication_year[2003], performer[The White Stripes])",
"verify_attribute(name[Dragostea Din Tei], rating[excellent], genres[Eurodance], performer[O-Zone])",
"verify_attribute(name[I Was Gonna Cancel], rating[good], performer[Kylie Minogue], is_from_album[True])",
"verify_attribute(name[Money, Cash, Hoes], rating[good], instance_of[single], producer[Swizz Beatz])",
"verify_attribute(name[King of Sorrow], rating[excellent], producer[Sade Adu], is_from_album[True])",
"verify_attribute(name[I Still...], rating[excellent], record_label[Jive Records], performer[Backstreet Boys])",
"verify_attribute(name[Pumped Up Kicks], rating[excellent], record_label[Startime International], from_album[Torches])",
"verify_attribute(name[Apple Shampoo], rating[good], producer[Mark Trombino], genres[pop punk])",
"verify_attribute(name[Right Here, Right Now], rating[good], producer[Giorgio Moroder], genres[electronic dance music])",
"verify_attribute(name[Mad Love], rating[excellent], genres[electropop], is_from_album[True])",
"verify_attribute(name[About Damn Time], rating[good], publication_year[2022], performer[Lizzo])",
"verify_attribute(name[Pumped Up Kicks], rating[excellent], from_album[Torches], producer[Mark Foster])",
"verify_attribute(name[Bitter Sweet Symphony], rating[excellent], producer[Youth], performer[The Verve])",
"verify_attribute(name[Littlest Things], rating[good], performer[Lily Allen], producer[Mark Ronson])",
"verify_attribute(name[Style], rating[excellent], genres[disco], performer[Taylor Swift])",
"verify_attribute(name[Money, Cash, Hoes], rating[good], producer[Swizz Beatz], publication_year[1998])",
"verify_attribute(name[In My Bed], rating[excellent], is_from_album[True], publication_year[2004])",
"verify_attribute(name[Money for Nothing], rating[excellent], genres[rock music], producer[Mark Knopfler])",
"verify_attribute(name[Space Oddity], rating[excellent], publication_year[1969], instance_of[single])",
