mr,mr_new,da,errors,incorrect,duplicate,mr_len,SACC
"suggest(name[Afterlife], publication_year[2013])",Afterlife publication year 2013. Afterlife domain songs.,suggest,0,,,2,100
"suggest(name[For a Friend], from_album[Red])",For a Friend from album Red. For a Friend domain songs.,suggest,0,,,2,100
"suggest(name[Take My Breath Away], producer[Giorgio Moroder])",Take My Breath Away producer Giorgio Moroder. Take My Breath Away domain songs.,suggest,0,,,2,100
"suggest(name[Stereotypes], genres[Britpop])",Stereotypes genres Britpop. Stereotypes domain songs.,suggest,0,,,2,100
"suggest(name[Dragostea Din Tei], record_label[Polydor Records])",Dragostea Din Tei record label Polydor Records. Dragostea Din Tei domain songs.,suggest,0,,,2,100
"suggest(name[Space Oddity], record_label[Philips Records])",Space Oddity record label Philips Records. Space Oddity domain songs.,suggest,0,,,2,100
"suggest(name[Over It], genres[contemporary R&B])",Over It genres contemporary R&B. Over It domain songs.,suggest,0,,,2,100
"suggest(name[Old Town Road], from_album[7])",Old Town Road from album 7. Old Town Road domain songs.,suggest,0,,,2,100
"suggest(name[Paint It Black], genres[rock music])",Paint It Black genres rock music. Paint It Black domain songs.,suggest,0,,,2,100
"suggest(name[Bitter Sweet Symphony], publication_year[1997])",Bitter Sweet Symphony publication year 1997. Bitter Sweet Symphony domain songs.,suggest,0,,,2,100
"suggest(name[Paint It Black], record_label[Elektra])",Paint It Black record label Elektra. Paint It Black domain songs.,suggest,0,,,2,100
"suggest(name[I Was Gonna Cancel], record_label[Parlophone])",I Was Gonna Cancel record label Parlophone. I Was Gonna Cancel domain songs.,suggest,0,,,2,100
"suggest(name[Mr. Brightside], producer[The Killers])",Mr. Brightside producer The Killers. Mr. Brightside domain songs.,suggest,0,,,2,100
"suggest(name[Old Town Road], record_label[Columbia Records])",Old Town Road record label Columbia Records. Old Town Road domain songs.,suggest,0,,,2,100
"suggest(name[I], genres[hip hop music])",I genres hip hop music. I domain songs.,suggest,0,,,2,100
"suggest(name[Sweet Home Alabama], performer[Lynyrd Skynyrd])",Sweet Home Alabama performer Lynyrd Skynyrd. Sweet Home Alabama domain songs.,suggest,0,,,2,100
"suggest(name[Cold Heart], from_album[N/A""])","Cold Heart from album N/A"". Cold Heart domain songs.",suggest,0,,,2,100
"suggest(name[Black Barbies], publication_year[2016])",Black Barbies publication year 2016. Black Barbies domain songs.,suggest,0,,,2,100
"suggest(name[Mad Love], from_album[Mabel singles discography])",Mad Love from album Mabel singles discography. Mad Love domain songs.,suggest,0,,,2,100
"suggest(name[I], producer[Rahki])",I producer Rahki. I domain songs.,suggest,0,,,2,100
"suggest(name[Take My Breath Away], record_label[Geffen Records])",Take My Breath Away record label Geffen Records. Take My Breath Away domain songs.,suggest,0,,,2,100
"suggest(name[Right Here, Right Now], producer[Giorgio Moroder])","Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now domain songs.",suggest,0,,,2,100
"suggest(name[Marilyn Monroe], genres[funk])",Marilyn Monroe genres funk. Marilyn Monroe domain songs.,suggest,0,,,2,100
"suggest(name[As It Was], performer[Harry Styles])",As It Was performer Harry Styles. As It Was domain songs.,suggest,0,,,2,100
"suggest(name[Poison], publication_year[2010])",Poison publication year 2010. Poison domain songs.,suggest,0,,,2,100
"suggest(name[Every Breath You Take], performer[The Police])",Every Breath You Take performer The Police. Every Breath You Take domain songs.,suggest,0,,,2,100
"suggest(name[Money, Cash, Hoes], from_album[Vol. 2... Hard Knock Life])","Money, Cash, Hoes from album Vol. 2... Hard Knock Life. Money, Cash, Hoes domain songs.",suggest,0,,,2,100
"suggest(name[Evolution], genres[nu metal])",Evolution genres nu metal. Evolution domain songs.,suggest,0,,,2,100
"suggest(name[Get Up!], from_album[The Path of Totality])",Get Up! from album The Path of Totality. Get Up! domain songs.,suggest,0,,,2,100
"suggest(name[Careless Whisper], performer[George Michael])",Careless Whisper performer George Michael. Careless Whisper domain songs.,suggest,0,,,2,100
"suggest(name[Blinding Lights], publication_year[2019])",Blinding Lights publication year 2019. Blinding Lights domain songs.,suggest,0,,,2,100
"suggest(name[Take My Breath Away], publication_year[1986])",Take My Breath Away publication year 1986. Take My Breath Away domain songs.,suggest,0,,,2,100
"suggest(name[Afterlife], genres[indie rock])",Afterlife genres indie rock. Afterlife domain songs.,suggest,0,,,2,100
"suggest(name[Evolution], record_label[EMI])",Evolution record label EMI. Evolution domain songs.,suggest,0,,,2,100
"suggest(name[Poison], record_label[Interscope Records])",Poison record label Interscope Records. Poison domain songs.,suggest,0,,,2,100
"suggest(name[Macarena], record_label[RCA Records])",Macarena record label RCA Records. Macarena domain songs.,suggest,0,,,2,100
"suggest(name[Dragostea Din Tei], performer[O-Zone])",Dragostea Din Tei performer O-Zone. Dragostea Din Tei domain songs.,suggest,0,,,2,100
"suggest(name[Sweet Home Alabama], producer[Al Kooper])",Sweet Home Alabama producer Al Kooper. Sweet Home Alabama domain songs.,suggest,0,,,2,100
"suggest(name[Waka Waka], from_album[Listen Up! The Official 2010 FIFA World Cup Album], producer[Shakira])",Waka Waka from album Listen Up! The Official 2010 FIFA World Cup Album. Waka Waka producer Shakira. Waka Waka domain songs.,suggest,0,,,3,100
"suggest(name[Money, Cash, Hoes], producer[Swizz Beatz], genres[East Coast hip hop])","Money, Cash, Hoes producer Swizz Beatz. Money, Cash, Hoes genres East Coast hip hop. Money, Cash, Hoes domain songs.",suggest,0,,,3,100
"suggest(name[Blurred Lines], record_label[Universal Music Group], from_album[Blurred Lines])",Blurred Lines record label Universal Music Group. Blurred Lines from album Blurred Lines. Blurred Lines domain songs.,suggest,0,,,3,100
"suggest(name[Pumped Up Kicks], from_album[Torches], publication_year[2010])",Pumped Up Kicks from album Torches. Pumped Up Kicks publication year 2010. Pumped Up Kicks domain songs.,suggest,0,,,3,100
"suggest(name[Marilyn Monroe], record_label[Columbia Records], publication_year[2014])",Marilyn Monroe record label Columbia Records. Marilyn Monroe publication year 2014. Marilyn Monroe domain songs.,suggest,0,,,3,100
"suggest(name[Que Calor], publication_year[2019], record_label[Mad Decent])",Que Calor publication year 2019. Que Calor record label Mad Decent. Que Calor domain songs.,suggest,0,,,3,100
"suggest(name[Blinding Lights], from_album[The Weeknd singles discography], performer[The Weeknd])",Blinding Lights from album The Weeknd singles discography. Blinding Lights performer The Weeknd. Blinding Lights domain songs.,suggest,1,,performer,3,66.66666667
"suggest(name[All or Nothing], producer[Frank Farian], publication_year[1990])",All or Nothing producer Frank Farian. All or Nothing publication year 1990. All or Nothing domain songs.,suggest,0,,,3,100
"suggest(name[So Good], from_album[Strange Clouds], record_label[Atlantic Records])",So Good from album Strange Clouds. So Good record label Atlantic Records. So Good domain songs.,suggest,0,,,3,100
"suggest(name[Anti-Hero], publication_year[2022], genres[synth-pop])",Anti-Hero publication year 2022. Anti-Hero genres synth-pop. Anti-Hero domain songs.,suggest,0,,,3,100
"suggest(name[The Way I Are], performer[Bebe Rexha], producer[Joel Little])",The Way I Are performer Bebe Rexha. The Way I Are producer Joel Little. The Way I Are domain songs.,suggest,0,,,3,100
"suggest(name[I Was Gonna Cancel], publication_year[2014], from_album[Kiss Me Once])",I Was Gonna Cancel publication year 2014. I Was Gonna Cancel from album Kiss Me Once. I Was Gonna Cancel domain songs.,suggest,0,,,3,100
"suggest(name[Stereotypes], record_label[EMI], genres[Britpop])",Stereotypes record label EMI. Stereotypes genres Britpop. Stereotypes domain songs.,suggest,0,,,3,100
"suggest(name[Money, Cash, Hoes], from_album[Vol. 2... Hard Knock Life], record_label[Roc-A-Fella Records])","Money, Cash, Hoes from album Vol. 2... Hard Knock Life. Money, Cash, Hoes record label Roc-A-Fella Records. Money, Cash, Hoes domain songs.",suggest,0,,,3,100
"suggest(name[Kings of the Wild Frontier], record_label[Sony Music], producer[Chris Hughes])",Kings of the Wild Frontier record label Sony Music. Kings of the Wild Frontier producer Chris Hughes. Kings of the Wild Frontier domain songs.,suggest,0,,,3,100
"suggest(name[In My Bed], record_label[Island Records], producer[Salaam Remi])",In My Bed record label Island Records. In My Bed producer Salaam Remi. In My Bed domain songs.,suggest,0,,,3,100
"suggest(name[Right Here, Right Now], from_album[Déjà Vu], publication_year[2015])","Right Here, Right Now from album Déjà Vu. Right Here, Right Now publication year 2015. Right Here, Right Now domain songs.",suggest,0,,,3,100
"suggest(name[Stairway to Heaven], from_album[Led Zeppelin IV], producer[Jimmy Page])",Stairway to Heaven from album Led Zeppelin IV. Stairway to Heaven producer Jimmy Page. Stairway to Heaven domain songs.,suggest,0,,,3,100
"suggest(name[So Good], publication_year[2012], record_label[Atlantic Records])",So Good publication year 2012. So Good record label Atlantic Records. So Good domain songs.,suggest,0,,,3,100
"suggest(name[I], genres[hip hop music], publication_year[2014])",I genres hip hop music. I publication year 2014. I domain songs.,suggest,0,,,3,100
"suggest(name[Wanna Get to Know You], publication_year[2004], genres[hip hop music])",Wanna Get to Know You publication year 2004. Wanna Get to Know You genres hip hop music. Wanna Get to Know You domain songs.,suggest,0,,,3,100
"suggest(name[Seven Nation Army], record_label[XL Recordings], genres[alternative rock])",Seven Nation Army record label XL Recordings. Seven Nation Army genres alternative rock. Seven Nation Army domain songs.,suggest,0,,,3,100
"suggest(name[About Damn Time], producer[Ricky Reed], publication_year[2022])",About Damn Time producer Ricky Reed. About Damn Time publication year 2022. About Damn Time domain songs.,suggest,0,,,3,100
"suggest(name[We Are the World], producer[Quincy Jones], genres[gospel music])",We Are the World producer Quincy Jones. We Are the World genres gospel music. We Are the World domain songs.,suggest,0,,,3,100
"suggest(name[The Way I Are], producer[Joel Little], publication_year[2017])",The Way I Are producer Joel Little. The Way I Are publication year 2017. The Way I Are domain songs.,suggest,0,,,3,100
"suggest(name[As It Was], performer[Harry Styles], producer[Kid Harpoon])",As It Was performer Harry Styles. As It Was producer Kid Harpoon. As It Was domain songs.,suggest,0,,,3,100
"suggest(name[Right Here, Right Now], producer[Giorgio Moroder], publication_year[2015])","Right Here, Right Now producer Giorgio Moroder. Right Here, Right Now publication year 2015. Right Here, Right Now domain songs.",suggest,0,,,3,100
"suggest(name[Every Breath You Take], publication_year[1983], from_album[Synchronicity])",Every Breath You Take publication year 1983. Every Breath You Take from album Synchronicity. Every Breath You Take domain songs.,suggest,0,,,3,100
"suggest(name[Evolution], from_album[Untitled Korn album], genres[nu metal])",Evolution from album Untitled Korn album. Evolution genres nu metal. Evolution domain songs.,suggest,0,,,3,100
"suggest(name[Stairway to Heaven], record_label[Atlantic Records], genres[progressive rock])",Stairway to Heaven record label Atlantic Records. Stairway to Heaven genres progressive rock. Stairway to Heaven domain songs.,suggest,0,,,3,100
"suggest(name[Y.M.C.A.], publication_year[1978], genres[disco])",Y.M.C.A. publication year 1978. Y.M.C.A. genres disco. Y.M.C.A. domain songs.,suggest,0,,,3,100
