mr,text,word counts,,pred,,num_triples,num_hops,popularity,scores,,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"verify_attribute(name[Take My Breath Away], rating[excellent], publication_year[1986])",You love Take My Breath Away. Are all the songs from 1986 something you would consider excellent?,17,,verify_attribute,#REF!,3,1,popular,0.7781186,,#REF!,0.005731674947,174.4690704,13.40082578,match_scores,Take My Breath Away,#REF!
"verify_attribute(name[Old Town Road], rating[excellent], performer[Lil Nas X])",You seem to love Old Town Road by Lil Nas X. Do you usually like Lil Nas X's songs just as much?,22,,verify_attribute,#REF!,3,1,popular,0.79046696,,#REF!,0.009347021361,106.9859543,9.849349469,match_scores,Old Town Road,#REF!
"verify_attribute(name[Feel Again], rating[excellent], publication_year[2012])",I remember you said how great Feel Again is. Do you always love songs from 2012?,16,,verify_attribute,#REF!,3,1,not so popular,0.6584765,,#REF!,0.006924452925,144.415741,4.75362206,match_scores,Feel Again,#REF!
"verify_attribute(name[Cold Heart], rating[good], producer[Pnau])",You really like Cold Heart by Pnau. Do you usually find Pnau songs enjoyable?,14,,verify_attribute,#REF!,3,1,popular,0.80297214,,#REF!,0.007093520473,140.9737244,5.412989187,match_scores,Cold Heart,#REF!
"verify_attribute(name[Afterlife], rating[good], performer[Arcade Fire])",I remember you said you liked Afterlife by Arcade Fire. Do you usually enjoy their music?,16,,verify_attribute,#REF!,3,1,not so popular,0.6097195,,#REF!,0.01344372604,74.38414001,4.75362206,match_scores,Afterlife,#REF!
"verify_attribute(name[Hold My Hand], rating[good], genres[arena rock], producer[Lady Gaga])",I know you love Hold My Hand. Do you like other arena rock songs produced by Lady Gaga?,18,,verify_attribute,#REF!,4,1,popular,0.7656219,,#REF!,0.008037079762,124.4233017,8.96167232,match_scores,Hold My Hand,#REF!
"verify_attribute(name[Wanna Get to Know You], rating[good], is_from_album[True], record_label[G-Unit Records])",I know you like Wanna Get to Know You. Do you usually enjoy songs from G-Unit Records?,17,,verify_attribute,#REF!,4,1,not so popular,0.65001667,,#REF!,0.01610134689,62.10660553,7.01288758,match_scores,Wanna Get to Know You,#REF!
"verify_attribute(name[So Good], rating[excellent], record_label[Grand Hustle Records], from_album[Strange Clouds])",I know you love So Good. Do you think Grand Hustle Records always produces excellent songs from Strange Clouds?,19,,verify_attribute,#REF!,4,1,not so popular,0.8086957,,#REF!,0.003576661194,279.5903625,9.936036079,match_scores,So Good,#REF!
"verify_attribute(name[Careless Whisper], rating[excellent], publication_year[1984], performer[George Michael])",You love Careless Whisper. Do you think other songs from 1984 by George Michael are great too?,17,,verify_attribute,#REF!,4,1,popular,0.81825197,,#REF!,0.007437674746,134.4506226,6.054506513,match_scores,Careless Whisper,#REF!
"verify_attribute(name[Matador], rating[excellent], publication_year[1994], performer[Los Fabulosos Cadillacs])",I remember you told me you love Matador by Los Fabulosos Cadillacs which came out in 1994. Do you have similar affection for all Los Fabulosos Cadillacs' songs?,28,,verify_attribute,#REF!,4,1,not so popular,0.8700433,,#REF!,0.0213071485,46.93260574,5.250881762,match_scores,Matador,#REF!
"verify_attribute(name[Money, Cash, Hoes], rating[good], publication_year[1998], producer[Swizz Beatz])"," I remember you said you like Money, Cash, Hoes. Do you think that Swizz Beatz's songs from 1998 are generally good?",21,,verify_attribute,#REF!,4,1,not so popular,0.79012114,,#REF!,0.01194564273,83.71253204,15.33740475,match_scores,"Money, Cash, Hoes",#REF!
"verify_attribute(name[Dog Eat Dog], rating[good], instance_of[musical work/composition], from_album[Kings of the Wild Frontier])",I know you love Dog Eat Dog. Do you have a similar opinion of the other songs from Kings of the Wild Frontier?,23,,verify_attribute,#REF!,4,1,not so popular,0.69914204,,#REF!,0.01212469139,82.47632599,7.378790595,match_scores,Dog Eat Dog,#REF!
"verify_attribute(name[Stereotypes], rating[good], instance_of[single], from_album[The Great Escape])",You said Stereotypes from The Great Escape was good. Do you generally like all the songs from this album?,19,,verify_attribute,#REF!,4,1,not so popular,0.6429346,,#REF!,0.01396161748,71.62493896,7.264339766,match_scores,Stereotypes,#REF!
"verify_attribute(name[Break My Soul], rating[excellent], is_from_album[True], producer[Tricky Stewart])",I know you love Break My Soul. Is Tricky Stewart's work always that good in your opinion?,17,,verify_attribute,#REF!,4,1,popular,0.7065325,,#REF!,0.00763019539,131.0582428,8.097785064,match_scores,Break My Soul,#REF!
"verify_attribute(name[Hold My Hand], rating[good], publication_year[2022], performer[Lady Gaga])",I heard you like Hold My Hand by Lady Gaga. Do you enjoy other songs released in 2022 as well?,20,,verify_attribute,#REF!,4,1,popular,0.768503,,#REF!,0.008928576902,111.9999313,8.461633959,match_scores,Hold My Hand,#REF!
"verify_attribute(name[Y.M.C.A.], rating[excellent], publication_year[1978], genres[disco])",You seem to love Y.M.C.A.. Are all disco songs from 1978 equally amazing for you?,15,,verify_attribute,#REF!,4,1,popular,0.78694844,,#REF!,0.0105647335,94.65454102,29.34068087,match_scores,Y.M.C.A.,#REF!
"verify_attribute(name[Y.M.C.A.], rating[excellent], publication_year[1978], from_album[Cruisin'])",You said you love Y.M.C.A. Do you also enjoy other songs from Cruisin' released in 1978?,16,,verify_attribute,#REF!,4,1,popular,0.6844346,,#REF!,0.0156337351,63.96424103,30.12378646,match_scores,Y.M.C.A.,#REF!
"verify_attribute(name[Evolution], rating[excellent], instance_of[song], publication_year[2007])",You told me Evolution was really great. Do you think the same about other songs from 2007?,17,,verify_attribute,#REF!,4,1,not so popular,0.68399405,,#REF!,0.01208369864,82.75611877,2.407485904,match_scores,Evolution,#REF!
"verify_attribute(name[Anti-Hero], rating[excellent], producer[Taylor Swift], is_from_album[True])",I'm glad you love Anti-Hero. Do you think Taylor Swift produces great songs in general?,15,,verify_attribute,#REF!,4,1,popular,0.6739741,,#REF!,0.01575624557,63.46689606,5.061867435,match_scores,Anti-Hero,#REF!
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], performer[Gotye, Kimbra], instance_of[single])",I know you love the Gotye and Kimbra collaboration of Somebody That I Used to Know. Do you enjoy all singles by Gotye and Kimbra?,25,,verify_attribute,#REF!,4,1,popular,0.7883219,,#REF!,0.01658164072,60.30766296,9.992869871,match_scores,Somebody That I Used to Know,#REF!
"verify_attribute(name[Stargazing], rating[excellent], record_label[Ultra Music], performer[Kygo, Justin Jesso])"," Since you love Stargazing by Kygo and Justin Jesso, do you like all music released by Ultra Music?",18,,verify_attribute,#REF!,4,1,not so popular,0.8418862,,#REF!,0.003587409777,278.752655,6.228496954,match_scores,Stargazing,#REF!
"verify_attribute(name[I Was Gonna Cancel], rating[good], from_album[Kiss Me Once], genres[synth-pop])",I know you liked I Was Gonna Cancel from the album Kiss Me Once. Do you usually enjoy synth-pop songs?,20,,verify_attribute,#REF!,4,1,not so popular,0.69623846,,#REF!,0.007029014419,142.2674561,15.63835011,match_scores,I Was Gonna Cancel,#REF!
"verify_attribute(name[Poison], rating[excellent], publication_year[2010], from_album[Killer Love])",I know you love Poison. Is this the case for all songs from Killer Love released in 2010?,18,,verify_attribute,#REF!,4,1,not so popular,0.73469675,,#REF!,0.006905002481,144.8225403,4.553719184,match_scores,Poison,#REF!
"verify_attribute(name[We Are the World], rating[excellent], from_album[We Are the World], performer[USA for Africa])",You love We Are the World from the album We Are the World by USA for Africa. Are all songs by USA for Africa equally good in your opinion?,29,,verify_attribute,#REF!,4,1,popular,0.79823804,,#REF!,0.01482082532,67.47262573,3.901663113,match_scores,We Are the World,#REF!
"verify_attribute(name[Right Here, Right Now], rating[good], instance_of[single], genres[disco])"," I know you really enjoyed the song Right Here, Right Now. Is it the same for all disco singles?",19,,verify_attribute,#REF!,4,1,not so popular,0.6947139,,#REF!,0.01504214306,66.47988892,16.16921435,match_scores,"Right Here, Right Now",#REF!
"verify_attribute(name[Feel Again], rating[excellent], genres[pop music], instance_of[single])",You seem to really love Feel Again. Do you think highly of other pop music singles as well?,18,,verify_attribute,#REF!,4,1,not so popular,0.63831437,,#REF!,0.008126066115,123.0607758,3.829206138,match_scores,Feel Again,#REF!
"verify_attribute(name[Evolution], rating[excellent], producer[Atticus Ross], from_album[Untitled Korn album])",You said you love Evolution from the Untitled Korn album. Do you think Atticus Ross always produces great songs?,19,,verify_attribute,#REF!,4,1,not so popular,0.8343638,,#REF!,0.008387565526,119.2241058,5.431360808,match_scores,Evolution,#REF!
"verify_attribute(name[Poison], rating[excellent], record_label[Interscope Records], from_album[Killer Love])",I remember you said you absolutely love Poison. Do you also enjoy other songs from Killer Love by Interscope Records?,20,,verify_attribute,#REF!,4,1,not so popular,0.7311578,,#REF!,0.01079453108,92.63950348,5.165604006,match_scores,Poison,#REF!
"verify_attribute(name[Break My Soul], rating[excellent], instance_of[single], publication_year[2022])",You love Break My Soul. Do you think all songs from 2022 are as good?,15,,verify_attribute,#REF!,4,1,popular,0.71571493,,#REF!,0.004950457654,202.0015259,9.147827112,match_scores,Break My Soul,#REF!
"verify_attribute(name[So Good], rating[excellent], from_album[Strange Clouds], genres[pop rap])",I know you love So Good from Strange Clouds. Is pop rap something you would always listen to?,18,,verify_attribute,#REF!,4,1,not so popular,0.7043354,,#REF!,0.003436706878,290.9762268,5.415315254,match_scores,So Good,#REF!
"verify_attribute(name[Cold Heart], rating[good], genres[disco], record_label[Mercury Records])",I know that you enjoyed Cold Heart. Do you also like other disco songs by Mercury Records?,17,,verify_attribute,#REF!,4,1,popular,0.7688708,,#REF!,0.007260235047,137.7365875,5.725998732,match_scores,Cold Heart,#REF!
"verify_attribute(name[Every Breath You Take], rating[excellent], performer[The Police], record_label[A&M Records])",You love Every Breath You Take by The Police. Does this hold for other songs by A&M Records too?,19,,verify_attribute,#REF!,4,1,popular,0.7049812,,#REF!,0.006323374167,158.1434174,22.65672091,match_scores,Every Breath You Take,#REF!
"verify_attribute(name[All or Nothing], rating[good], publication_year[1990], is_from_album[True])",You said you really like All or Nothing. Do you usually enjoy songs from albums from 1990 as well?,19,,verify_attribute,#REF!,4,1,not so popular,0.50123745,,#REF!,0.01592433414,62.79697418,2.390102197,match_scores,All or Nothing,#REF!
"verify_attribute(name[Dragostea Din Tei], rating[excellent], record_label[Ultra Records], publication_year[2003])",I know you love Dragostea Din Tei. Do you usually have a good time listening to Ultra Records songs from 2003?,21,,verify_attribute,#REF!,4,1,popular,0.8294957,,#REF!,0.005227394367,191.2998962,8.066974341,match_scores,Dragostea Din Tei,#REF!
"verify_attribute(name[Marilyn Monroe], rating[excellent], genres[funk], performer[Pharrell Williams])",You absolutely love Marilyn Monroe. Do you usually enjoy funk songs by Pharrell Williams?,14,,verify_attribute,#REF!,4,1,not so popular,0.8231188,,#REF!,0.008277855329,120.8042374,6.917184228,match_scores,Marilyn Monroe,#REF!
"verify_attribute(name[I Was Gonna Cancel], rating[good], record_label[Parlophone], producer[Pharrell Williams])",You told me that you like I Was Gonna Cancel. Do you usually enjoy Parlophone songs produced by Pharrell Williams?,20,,verify_attribute,#REF!,4,1,not so popular,0.77803063,,#REF!,0.00911018351,109.7672729,13.3641276,match_scores,I Was Gonna Cancel,#REF!
"verify_attribute(name[I], rating[excellent], record_label[Aftermath Entertainment], is_from_album[True])",I remember you said you love I. Is Aftermath Entertainment always good in your opinion when it comes to songs from albums?,22,,verify_attribute,#REF!,4,1,popular,0.4185496,,#REF!,0.007622049794,131.1983032,3.4822709,match_scores,I,#REF!
"verify_attribute(name[Money for Nothing], rating[excellent], record_label[Vertigo], producer[Mark Knopfler])"," You said that Money for Nothing is excellent. Do you always enjoy songs by Vertigo, produced by Mark Knopfler?",19,,verify_attribute,#REF!,4,1,popular,0.8187296,,#REF!,0.01282724286,77.95907593,4.343737891,match_scores,Money for Nothing,#REF!
"verify_attribute(name[Over It], rating[good], genres[pop music], from_album[Katharine McPhee])",You really enjoy listening to Over It. Are you a fan of other pop music from Katharine McPhee's album?,19,,verify_attribute,#REF!,4,1,not so popular,0.7236327,,#REF!,0.0163078231,61.32026291,4.019656739,match_scores,Over It,#REF!
"verify_attribute(name[Matador], rating[excellent], is_from_album[True], record_label[Sony Music])",You seem to love Matador. Do you think that Sony Music always puts out great songs?,16,,verify_attribute,#REF!,4,1,not so popular,0.74326015,,#REF!,0.01248558992,80.09233093,4.75362206,match_scores,Matador,#REF!
"verify_attribute(name[Paint It Black], rating[excellent], from_album[Aftermath], instance_of[single])",You said you love Paint It Black. Do all Aftermath singles get your thumbs up?,15,,verify_attribute,#REF!,4,1,popular,0.57953334,,#REF!,0.004361979903,229.2536926,9.147827112,match_scores,Paint It Black,#REF!
"verify_attribute(name[Style], rating[excellent], genres[disco], instance_of[song])",I know you love Style. Do you think all disco songs are amazing?,13,,verify_attribute,#REF!,4,1,popular,0.7210765,,#REF!,0.008032758101,124.490242,2.62796171,match_scores,Style,#REF!
"verify_attribute(name[Black Barbies], rating[excellent], producer[Mike WiLL Made-It], performer[Nicki Minaj])",You have a great opinion of Black Barbies by Mike WiLL Made-It and Nicki Minaj. Do you enjoy all of their songs together?,23,,verify_attribute,#REF!,4,1,not so popular,0.8548533,,#REF!,0.02110159869,47.38977432,4.714627368,match_scores,Black Barbies,#REF!
"verify_attribute(name[Paint It Black], rating[excellent], from_album[Aftermath], genres[rock music])",I know you love Paint It Black from the Aftermath album. Do you usually enjoy rock music?,17,,verify_attribute,#REF!,4,1,popular,0.67045164,,#REF!,0.009177338097,108.9640579,8.097785064,match_scores,Paint It Black,#REF!
