mr,da,text,word counts,,pred,,num_triples,num_hops,popularity,scores,dacc,LM_prob,PPL,pseudo_bleu,criteria,song_name,
"suggest(name[Stereotypes], genres[Britpop])",suggest," Do you like songs in the Britpop genre, such as Stereotypes?",11,,suggest,1,2,1,not so popular,0.7576087,1,0.01632965,61.23830032,3.673526563,match_scores,Stereotypes,1
"suggest(name[Over It], record_label[RCA Records])",suggest," Do you like songs released by RCA Records, like Over It?",11,,suggest,1,2,1,not so popular,0.7152443,1,0.010639281,93.99131775,6.837203339,match_scores,Over It,1
"suggest(name[Macarena], from_album[A mí me gusta])",suggest,Have you ever heard the song Macarena from the album A mí me gusta?,14,,suggest,1,2,1,popular,0.76704717,1,0.011678007,85.63105011,3.125190764,match_scores_PPL,Macarena,1
"suggest(name[Wild], is_from_album[True])",suggest," Do you like any songs from an album, like Wild?",10,,suggest,1,2,1,not so popular,0.30530328,1,0.007194662,138.9919281,3.386498568,match_scores,Wild,1
"suggest(name[Money for Nothing], publication_year[1985])",suggest,Were you familiar with the 1985 song Money for Nothing?,10,,suggest,1,2,1,popular,0.8147235,1,0.007572366,132.0591278,4.932351569,match_scores,Money for Nothing,1
"suggest(name[Macarena], instance_of[musical work/composition])",suggest," Are you familiar with any musical compositions, like the Macarena?",10,,suggest,1,2,1,popular,0.6660432,1,0.016144985,61.93873978,3.386498568,match_scores,Macarena,1
"suggest(name[Hold My Hand], is_from_album[False])",suggest," Do you enjoy songs that are not from an album, like Hold My Hand?",14,,suggest,1,2,1,popular,0.38643646,1,0.016185135,61.78508759,9.103526406,match_scores,Hold My Hand,1
"suggest(name[Afterlife], instance_of[song])",suggest,Do you like songs like Afterlife?,6,,suggest,1,2,1,not so popular,0.705501,1,0.006097131,164.0115662,6.567274736,match_scores_PPL,Afterlife,1
"suggest(name[Space Oddity], publication_year[1969])",suggest,Do you like songs from 1969 like Space Oddity?,9,,suggest,1,2,1,popular,0.7764221,1,0.007892196,126.7074432,9.287529,match_scores,Space Oddity,1
"suggest(name[Bitter Sweet Symphony], record_label[Hut Records])",suggest," Do you know any songs released by Hut Records, like Bitter Sweet Symphony?",13,,suggest,1,2,1,popular,0.83081734,1,0.003996699,250.2064667,12.30068629,match_scores,Bitter Sweet Symphony,1
"suggest(name[Apple Shampoo], from_album[Dude Ranch])",suggest," Do you like the songs from Dude Ranch, like Apple Shampoo?",11,,suggest,1,2,1,not so popular,0.8070572,1,0.003502652,285.4979553,8.737167852,match_scores,Apple Shampoo,1
"suggest(name[Macarena], is_from_album[True])",suggest," Do you have any experience with songs that have an album, like Macarena?",13,,suggest,1,2,1,popular,0.5005906,1,0.017701156,56.4934845,2.62796171,match_scores,Macarena,1
"suggest(name[Feel Again], is_from_album[True])",suggest," Do you have any experience with songs from albums, like for example Feel Again?",14,,suggest,1,2,1,not so popular,0.2978862,1,0.009193938,108.7673187,4.891187874,match_scores_PPL,Feel Again,1
"suggest(name[Mad Love], is_from_album[True])",suggest," Did you ever listen to a song from an album, like Mad Love?",13,,suggest,1,2,1,not so popular,0.46552095,1,0.025515912,39.19123077,5.255923421,match_scores,Mad Love,1
"suggest(name[Get Up!], from_album[The Path of Totality])",suggest," Have you heard any songs from The Path of Totality, like Get Up!?",13,,suggest,1,2,1,not so popular,0.6867383,1,0.007662163,130.5114441,11.98091453,match_scores,Get Up!,1
"suggest(name[Anti-Hero], producer[Jack Antonoff])",suggest," Do you like any of Jack Antonoff's songs, like Anti-Hero?",10,,suggest,1,2,1,popular,0.8000447,1,0.013965598,71.60452271,4.027248192,match_scores,Anti-Hero,1
"suggest(name[Marilyn Monroe], publication_year[2014])",suggest," Have you listened to any 2014 songs, like Marilyn Monroe?",10,,suggest,1,2,1,not so popular,0.79431874,1,0.005482846,182.3870392,7.495553473,match_scores,Marilyn Monroe,1
"suggest(name[For a Friend], is_from_album[True])",suggest," Do you have any favourite songs from albums, like for example 'For a Friend'?",14,,suggest,1,2,1,not so popular,0.31953913,1,0.013726639,72.8510437,0,match_scores,For a Friend,1
"suggest(name[Stargazing], instance_of[single])",suggest," Are you familiar with any single tracks, such as Stargazing?",10,,suggest,1,2,1,not so popular,0.69816804,1,0.006849533,145.9953613,3.386498568,match_scores,Stargazing,1
"suggest(name[Every Breath You Take], is_from_album[True])",suggest,Have you ever heard any of the songs from the album Every Breath You Take?,15,,suggest,1,2,1,popular,0.526278,1,0.042102132,23.7517662,15.31024544,match_scores,Every Breath You Take,1
"suggest(name[Que Calor], genres[Latin music])",suggest,Do you listen to Latin music like Que Calor?,9,,suggest,1,2,1,not so popular,0.90120494,1,0.003738748,267.4692383,9.287529,match_scores,Que Calor,1
"suggest(name[Feel Again], from_album[Native])",suggest," Have you heard any of the songs from the album Native, like ""Feel Again""?",14,,suggest,1,2,1,not so popular,0.56170034,1,0.012692373,78.78747559,4.75362206,match_scores,Feel Again,1
"suggest(name[Old Town Road], publication_year[2018])",suggest," Do you like songs from 2018, like Old Town Road?",10,,suggest,1,2,1,popular,0.805579,1,0.004187508,238.8054962,13.54599427,match_scores,Old Town Road,1
"suggest(name[As It Was], publication_year[2022])",suggest," Have you ever heard a song released in 2022, such as As It Was?",14,,suggest,1,2,1,popular,0.7196167,1,0.010231282,97.73946381,9.782375749,match_scores,As It Was,1
"suggest(name[Stereotypes], is_from_album[True])",suggest," Do you like songs from albums, like Stereotypes?",8,,suggest,1,2,1,not so popular,0.55253845,1,0.009842153,101.6037903,4.196114906,match_scores,Stereotypes,1
"suggest(name[Over It], instance_of[single])",suggest," Do you like any singles, like Over It?",8,,suggest,1,2,1,not so popular,0.4756985,1,0.002119228,471.8699646,8.392229813,match_scores_PPL,Over It,1
"suggest(name[Y.M.C.A.], producer[Jacques Morali])",suggest," Do you like Jacques Morali's songs, like Y.M.C.A.?",8,,suggest,1,2,1,popular,0.8426832,1,0.011925729,83.85231781,42.64993772,match_scores,Y.M.C.A.,1
"suggest(name[I Still...], genres[pop music])",suggest," Do you listen to any pop music songs, like I Still...?",11,,suggest,1,2,1,not so popular,0.74236846,1,0.002824627,354.0290833,22.89415686,match_scores_PPL,I Still...,1
"suggest(name[Style], is_from_album[True])",suggest," Do you like songs from albums, like Style?",8,,suggest,1,2,1,popular,0.34581324,1,0.004489712,222.7314453,4.196114906,match_scores,Style,1
"suggest(name[Sweet Home Alabama], publication_year[1974])",suggest,Do you like songs from 1974 like Sweet Home Alabama?,10,,suggest,1,2,1,popular,0.84646416,1,0.007499838,133.3362122,14.99110695,match_scores,Sweet Home Alabama,1
"suggest(name[Blinding Lights], genres[synthwave])",suggest,Are you familiar with synthwave music like Blinding Lights?,9,,suggest,1,2,1,popular,0.8404476,1,0.007352131,136.0149841,8.392229813,match_scores,Blinding Lights,1
"suggest(name[Wanna Get to Know You], record_label[G-Unit Records])",suggest," Have you ever heard any songs from G-Unit Records, such as Wanna Get to Know You?",16,,suggest,1,2,1,not so popular,0.7406871,1,0.021418427,46.68877029,7.439820586,match_scores_PPL,Wanna Get to Know You,1
"suggest(name[Money for Nothing], is_from_album[True])",suggest," Did you ever listen to any songs from an album, like Money for Nothing?",14,,suggest,1,2,1,popular,0.40208468,1,0.02006724,49.83246231,2.908317711,match_scores,Money for Nothing,1
"suggest(name[I Was Gonna Cancel], producer[Pharrell Williams])",suggest,Did you ever listen to a song by Pharrell Williams such as I Was Gonna Cancel?,16,,suggest,1,2,1,not so popular,0.8310502,1,0.021047162,47.51234436,17.02602472,match_scores,I Was Gonna Cancel,1
"suggest(name[Money, Cash, Hoes], producer[Swizz Beatz])",suggest," Have you ever heard a song produced by Swizz Beatz, like Money, Cash, Hoes?",14,,suggest,1,2,1,not so popular,0.8612378,1,0.013957776,71.64465332,23.12446302,match_scores,"Money, Cash, Hoes",1
"suggest(name[For a Friend], publication_year[1988])",suggest," Did you ever listen to a song from 1988, such as For a Friend?",14,,suggest,1,2,1,not so popular,0.7436391,1,0.014181926,70.51228333,3.218582627,match_scores,For a Friend,1
"suggest(name[Poison], from_album[Killer Love])",suggest," Do you like the songs from Killer Love, like Poison?",10,,suggest,1,2,1,not so popular,0.7655415,1,0.002581213,387.4148254,7.495553473,match_scores,Poison,1
"suggest(name[Kings of the Wild Frontier], instance_of[musical work/composition])",suggest," Have you heard of any musical works/compositions, such as Kings of the Wild Frontier?",14,,suggest,1,2,1,not so popular,0.8615976,1,0.01087605,91.94514465,5.108099333,match_scores,Kings of the Wild Frontier,1
"suggest(name[Viva la Vida], from_album[Viva la Vida or Death and All His Friends])",suggest,Have you ever listened to Viva la Vida from the album Viva la Vida or Death and All His Friends?,20,,suggest,1,2,1,popular,0.9352284,1,0.028588722,34.97882843,8.638804536,match_scores,Viva la Vida,1
"suggest(name[All or Nothing], record_label[Arista Records])",suggest," Have you ever heard of any of Arista Records' songs, like All or Nothing?",14,,suggest,1,2,1,not so popular,0.78709924,1,0.013908552,71.89820862,3.218582627,match_scores,All or Nothing,1
"suggest(name[Kings of the Wild Frontier], from_album[Kings of the Wild Frontier])",suggest," Have you heard any of the songs from the album Kings of the Wild Frontier, like Kings of the Wild Frontier?",21,,suggest,1,2,1,not so popular,0.8815242,1,0.02182115,45.82709885,5.154337627,match_scores,Kings of the Wild Frontier,1
"suggest(name[I Was Gonna Cancel], genres[synth-pop])",suggest,Do you like listening to synth-pop songs like I Was Gonna Cancel?,12,,suggest,1,2,1,not so popular,0.7258831,1,0.011448989,87.34395599,19.33853138,match_scores,I Was Gonna Cancel,1
"suggest(name[Que Calor], record_label[Mad Decent])",suggest," Do you ever listen to any Mad Decent songs, like Que Calor?",12,,suggest,1,2,1,not so popular,0.7858213,1,0.004761333,210.0252075,8.032276873,match_scores,Que Calor,1
"suggest(name[Money, Cash, Hoes], instance_of[single])",suggest," Do you know any singles, like Money, Cash, Hoes?",9,,suggest,1,2,1,not so popular,0.87730736,1,0.005334459,187.460434,28.91784933,match_scores,"Money, Cash, Hoes",1
"suggest(name[So Good], instance_of[single], is_from_album[True])",suggest," Did you ever listen to a single from an album, like for example So Good?",15,,suggest,1,3,1,not so popular,0.38863292,1,0.012875285,77.66818237,4.573913556,match_scores,So Good,1
"suggest(name[So Good], instance_of[song], is_from_album[True])",suggest," Did you ever listen to a song from an album, like So Good?",13,,suggest,1,3,1,not so popular,0.4645711,1,0.023747868,42.10904312,5.255923421,match_scores,So Good,1
"suggest(name[Evolution], instance_of[single], is_from_album[True])",suggest," Have you ever listened to a single from an album, such as Evolution?",13,,suggest,1,3,1,not so popular,0.48113424,1,0.017657043,56.63462448,2.62796171,match_scores,Evolution,1
"suggest(name[We Are the World], instance_of[single], is_from_album[True])",suggest," Did you ever listen to We Are the World, a single from an album?",14,,suggest,1,3,1,popular,0.50355226,1,0.015654442,63.87963104,5.412989187,match_scores,We Are the World,1
"suggest(name[Poison], is_from_album[True], publication_year[2010])",suggest," Did you ever listen to songs from an album, like for example Poison from 2010?",15,,suggest,1,3,1,not so popular,0.52219015,1,0.010210529,97.93811798,2.719665272,match_scores,Poison,1
"suggest(name[Break My Soul], producer[The-Dream], is_from_album[True])",suggest," Have you ever heard any songs from The-Dream's album, like Break My Soul?",13,,suggest,1,3,1,popular,0.5281175,1,0.01031705,96.92693329,9.782375749,match_scores,Break My Soul,1
"suggest(name[Poison], instance_of[song], is_from_album[True])",suggest," Did you ever listen to a song from an album, like Poison?",12,,suggest,1,3,1,not so popular,0.53579587,1,0.020709258,48.2875824,2.839838723,match_scores_PPL,Poison,1
"suggest(name[Wild], is_from_album[True], instance_of[song])",suggest," Do you like music from albums, like the song Wild?",10,,suggest,1,3,1,not so popular,0.5416811,1,0.00611225,163.6058655,3.386498568,match_scores,Wild,1
"suggest(name[I Still...], is_from_album[True], genres[pop music])",suggest," I'm wondering if you ever listened to a pop music song from an album, like I Still...?",17,,suggest,1,3,1,not so popular,0.5473052,1,0.009141498,109.3912659,16.16921435,match_scores,I Still...,1
"suggest(name[Paint It Black], from_album[Aftermath], is_from_album[True])",suggest,Were you familiar with the song Paint It Black from the Aftermath album?,13,,suggest,1,3,1,popular,0.5664364,1,0.012548121,79.69320679,11.35935489,match_scores,Paint It Black,1
"suggest(name[I Still...], producer[Max Martin], is_from_album[True])",suggest," Have you ever heard any of Max Martin's songs from an album, like I Still...?",15,,suggest,1,3,1,not so popular,0.5730619,1,0.006970089,143.4701996,18.75920232,match_scores,I Still...,1
"suggest(name[Somebody That I Used to Know], is_from_album[True], instance_of[single])",suggest," Did you ever listen to Somebody That I Used to Know, a single from an album?",16,,suggest,1,3,1,popular,0.5846188,1,0.020859207,47.94046021,14.21664591,match_scores,Somebody That I Used to Know,1
"suggest(name[Afterlife], performer[Arcade Fire], is_from_album[True])",suggest," Did you ever listen to a song by Arcade Fire from an album, like for example Afterlife?",17,,suggest,1,3,1,not so popular,0.58857816,1,0.015901943,62.88539886,4.48083616,match_scores,Afterlife,1
"suggest(name[Wild], is_from_album[True], genres[synth-pop])",suggest," Are you familiar with any synth-pop songs from an album, such as Wild?",13,,suggest,1,3,1,not so popular,0.5967348,1,0.01245695,80.276474,2.62796171,match_scores,Wild,1
"suggest(name[All or Nothing], producer[Frank Farian], is_from_album[True])",suggest," Have you ever heard a song from an album by Frank Farian, like All or Nothing?",16,,suggest,1,3,1,not so popular,0.61407304,1,0.010905511,91.69675446,5.108099333,match_scores,All or Nothing,1
"suggest(name[Cold Heart], instance_of[single], is_from_album[False])",suggest," Do you know any single songs, like Cold Heart?",9,,suggest,1,3,1,popular,0.61427784,1,0.002445612,408.8955383,7.495553473,match_scores,Cold Heart,1
"suggest(name[Break My Soul], is_from_album[True], genres[diva house])",suggest," Do you like diva house songs on albums, like Break My Soul?",12,,suggest,1,3,1,popular,0.61689895,1,0.004763018,209.9509125,10.57107086,match_scores,Break My Soul,1
"suggest(name[For a Friend], from_album[Red], instance_of[song])",suggest," Have you ever listened to songs from Red, such as For a Friend?",13,,suggest,1,3,1,not so popular,0.65304464,1,0.010855305,92.12085724,3.458592114,match_scores,For a Friend,1
